gene	OT2_ID	pident	eval	OT2_description
jg7707	XP_022909532.1	99.18	1.13e-178	protein takeout-like
jg7708	XP_022908738.1	99.585	8.05e-174	protein takeout-like
jg7709	XP_022908743.1	99.539	2.39e-163	trace amine-associated receptor 1 isoform X1
jg771	XP_022909074.1	98.598	8.94e-154	piggyBac transposable element-derived protein 4-like
jg7710	XP_022908744.1	100	8.13e-110	trace amine-associated receptor 1 isoform X2
jg7711	XP_022908741.1	98.914	0	prominin-1-A
jg7712	XP_022908747.1	98.992	0	cytochrome P450 6j1-like
jg7713	XP_022908745.1	98.622	0	synaptic vesicle glycoprotein 2C-like isoform X1
jg7714	XP_022908737.1	99.228	0	synaptic vesicle glycoprotein 2B-like
jg7716	XP_022908740.1	100	0	solute carrier family 25 member 40-like
jg7717	XP_022908742.1	100	0	actin-related protein 1
jg7718	XP_022908749.1	99.929	0	protein slit
jg7718.t2	XP_022908749.1	99.501	0	protein slit
jg7719	XP_022914848.1	98.148	1.59e-71	general transcription factor II-I repeat domain-containing protein 2-like isoform X1
jg772	XP_022904626.1	28.27	6.09e-29	uncharacterized protein LOC111416761
jg7720	XP_022904404.1	100	9.79e-151	general transcription factor II-I repeat domain-containing protein 2-like
jg7722	XP_022910780.1	33.127	2e-39	uncharacterized protein LOC111421818
jg7723	XP_022916675.1	65.801	0	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial
jg7727	XP_022905606.1	100	6.21e-88	INO80 complex subunit C
jg7728	XP_022905601.1	99.387	0	pre-mRNA-splicing factor 38B
jg7729	XP_022905600.1	100	6.93e-84	elongin-B
jg7731	XP_022905608.1	100	2.39e-53	eclosion hormone
jg7732	XP_022905604.1	100	5.2e-178	hematopoietically-expressed homeobox protein HHEX homolog
jg7733	XP_022905607.1	99.658	0	trypsin-like
jg7734	XP_022905605.1	96.334	0	transmembrane protease serine 9-like
jg7735	XP_022905602.1	98.94	0	solute carrier family 22 member 5
jg7736	XP_022905603.1	100	4.64e-176	RWD domain-containing protein 1
jg7737	XP_022905081.1	99.91	0	tubby-related protein 4-like
jg7739	XP_022905078.1	93.581	0	exosome complex component RRP4
jg774	XP_022908171.1	99.194	1.19e-85	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like isoform X2
jg7740	XP_022905080.1	100	3.39e-95	alpha-centractin-like
jg7741	XP_022905080.1	100	4.9e-157	alpha-centractin-like
jg7742	XP_022908590.1	91.304	1.91e-38	uncharacterized protein LOC111419935
jg7743	XP_022913124.1	99.852	0	uncharacterized protein LOC111423967
jg7744	XP_022913147.1	100	0	potassium channel KOR1-like
jg7745	XP_022913128.1	100	0	exocyst complex component 4
jg7746	XP_022913130.1	100	1.12e-164	uncharacterized protein LOC111423972
jg7747	XP_022913129.1	100	0	venom carboxylesterase-6-like
jg7748	XP_022916522.1	53.498	1.08e-180	aldehyde dehydrogenase, dimeric NADP-preferring-like
jg7750	XP_022913133.1	100	0	lachesin-like
jg7751	XP_022911119.1	93.798	6.37e-73	uncharacterized protein LOC111422125
jg7752	XP_022913137.1	98.956	0	cytochrome P450 4d8-like
jg7754	XP_022913131.1	99.558	1.09e-167	uncharacterized protein LOC111423974
jg7755	XP_022913136.1	99.76	0	glutamate-gated chloride channel-like
jg7756	XP_022913126.1	99.899	0	importin-11
jg7757	XP_022915076.1	31.579	6.13e-22	leucine-rich repeats and immunoglobulin-like domains protein 3
jg7758	XP_022913146.1	100	0	collagen and calcium-binding EGF domain-containing protein 1-like
jg776	XP_022911638.1	46.97	9.51e-53	uncharacterized protein LOC111422648
jg7760	XP_022913120.1	83.212	4.36e-70	alkaline phosphatase-like isoform X2
jg7760.t2	XP_022913134.1	99.857	0	uncharacterized protein LOC111423976
jg7760.t3	XP_022913119.1	100	0	alkaline phosphatase-like isoform X1
jg7762	XP_022913119.1	97.287	0	alkaline phosphatase-like isoform X1
jg7765	XP_022911590.1	80	1.69e-72	uncharacterized protein LOC111422616, partial
jg7767	XP_022901643.1	99.526	4.73e-158	mediator of RNA polymerase II transcription subunit 18
jg7768	XP_022901639.1	99.698	0	peroxidase
jg7769	XP_022901639.1	100	3.89e-57	peroxidase
jg777	XP_022908171.1	49.091	1.05e-31	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like isoform X2
jg7772	XP_022901641.1	99.816	0	proton-coupled folate transporter-like
jg7773	XP_022901642.1	100	0	coiled-coil domain-containing protein 65-like
jg7774	XP_022901638.1	99.168	0	angiotensin-converting enzyme-like
jg7775	XP_022901644.1	94.626	0	angiotensin-converting enzyme-like
jg7776	XP_022921275.1	99.172	0	angiotensin-converting enzyme-like
jg7777	XP_022921274.1	98.798	0	26S proteasome non-ATPase regulatory subunit 5
jg7778	XP_022921276.1	99.597	0	trypsin-7-like, partial
jg7779	XP_022921281.1	100	0	kelch-like protein 38 isoform X1
jg778	XP_022907822.1	100	1.74e-85	histone H2A
jg7780	XP_022921294.1	98.734	1.23e-51	trypsin-like
jg7781	XP_022921293.1	99.435	0	replication factor C subunit 3
jg7782	XP_022921294.1	95.455	2.3e-171	trypsin-like
jg7783	XP_022921295.1	100	0	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
jg7784	XP_022921271.1	100	1.67e-148	ras-related protein Rab-11A
jg7785	XP_022921279.1	99.034	5.46e-151	protein NDUFAF4 homolog
jg7786	XP_022921269.1	100	0	serine/threonine-protein kinase Warts
jg7787	XP_022921284.1	100	0	anoctamin-5-like isoform X1
jg7788	XP_022911157.1	100	0	anoctamin-3-like, partial
jg7789	XP_022921290.1	100	0	anoctamin-3-like
jg779	XP_022920936.1	100	1.48e-86	histone H2B
jg7790	XP_022921289.1	98.375	0	anoctamin-7-like
jg7791	XP_022921288.1	96.168	0	anoctamin-6-like
jg7792	XP_022912115.1	99.634	0	anoctamin-6-like
jg7793	XP_022910155.1	99.634	0	anoctamin-4-like
jg7794	XP_022910158.1	99.552	0	anoctamin-4-like
jg7795	XP_022909507.1	48.026	3.42e-40	uncharacterized protein LOC111420700
jg7796	XP_022910151.1	100	0	mitogen-activated protein kinase kinase kinase 4
jg7797	XP_022906843.1	43.119	1.1e-22	uncharacterized protein LOC111418530
jg7799	XP_022910152.1	99.67	0	odorant receptor Or1-like
jg78	XP_022902780.1	100	6.54e-161	protein unc-119 homolog
jg780	XP_022916276.1	34.184	1.82e-61	uncharacterized protein LOC111426132
jg7800	XP_022910154.1	99.664	0	odorant receptor 4-like
jg7804	XP_022910156.1	99.429	0	tetra-peptide repeat homeobox protein 1-like
jg7805	XP_022910157.1	99.704	0	tetra-peptide repeat homeobox protein 1-like
jg7806	XP_022902961.1	98.468	0	uncharacterized protein LOC111415490
jg7807	XP_022902957.1	100	0	PCI domain-containing protein 2
jg7809	XP_022902959.1	97.656	0	transmembrane protease serine 11A-like
jg781	XP_022906790.1	100	2.14e-137	uncharacterized protein LOC111418482
jg7810	XP_022902959.1	80.827	2.57e-151	transmembrane protease serine 11A-like
jg7811	XP_022901403.1	83.333	2.03e-131	uncharacterized protein LOC111414323
jg7814	XP_022906618.1	99.412	1.61e-118	larval cuticle protein A2B-like
jg7815	XP_022906616.1	95.082	1.92e-116	cuticle protein-like
jg7816	XP_022906630.1	100	3.66e-140	larval cuticle protein A3A-like
jg7817	XP_022906616.1	100	3.46e-154	cuticle protein-like
jg7818	XP_022906634.1	100	8.73e-111	larval cuticle protein A3A-like
jg7819	XP_022906635.1	100	5.24e-66	larval cuticle protein A2B-like
jg782	XP_022906803.1	51	1.61e-26	uncharacterized protein LOC111418492
jg7820	XP_022906627.1	99.49	5.94e-132	cuticle protein-like
jg7821	XP_022908183.1	83.133	1.43e-33	U4/U6 small nuclear ribonucleoprotein Prp3 isoform X2
jg7822	XP_022906627.1	99.51	5.91e-136	cuticle protein-like
jg7823	XP_022906631.1	100	3.38e-136	uncharacterized protein LOC111418343
jg7824	XP_022906633.1	100	7.23e-124	larval cuticle protein A2B-like
jg7825	XP_022906629.1	98.684	0	cuticle protein 16.5-like
jg7826	XP_022906632.1	98	8.09e-130	larval cuticle protein A2B-like
jg7827	XP_022906628.1	100	5.83e-21	disks large 1 tumor suppressor protein
jg7828	XP_022906637.1	99.543	7.76e-149	larval cuticle protein A2B-like
jg7829	XP_022906628.1	99.87	0	disks large 1 tumor suppressor protein
jg7829.t2	XP_022906628.1	97.338	0	disks large 1 tumor suppressor protein
jg7832	XP_022906617.1	99.441	1.35e-133	protein GDAP2 homolog, partial
jg7833	XP_022911080.1	99.415	6.47e-119	piggyBac transposable element-derived protein 3-like isoform X2
jg7834	XP_022909356.1	99.692	0	protein GDAP2 homolog isoform X2
jg7835	XP_022911523.1	100	2.15e-139	DNA fragmentation factor subunit alpha-like
jg7836	XP_022908755.1	70.182	1.08e-136	uncharacterized protein LOC111420084
jg7837	XP_022908755.1	62.222	1.31e-31	uncharacterized protein LOC111420084
jg7838	XP_022905581.1	100	0	cyclic AMP response element-binding protein A-like
jg7839	XP_022905557.1	100	0	ubiquitin-protein ligase E3A
jg7840	XP_022905565.1	99.611	0	protein FRG1 homolog
jg7841	XP_022905565.1	76.623	1.48e-29	protein FRG1 homolog
jg7842	XP_022905561.1	100	0	DCN1-like protein 5 isoform X1
jg7843	XP_022905574.1	98.865	0	NEDD4-binding protein 2 isoform X1
jg7844	XP_022905572.1	99.719	0	protein unc-13 homolog 4B isoform X5
jg7844.t2	XP_022905569.1	99.726	0	protein unc-13 homolog 4B isoform X2
jg7845	XP_022905589.1	99.243	0	uncharacterized protein LOC111417517 isoform X2
jg7846	XP_022905592.1	99.81	0	pyruvate kinase-like isoform X3
jg7847	XP_022905594.1	100	0	pyruvate kinase-like isoform X1
jg7848	XP_022905593.1	100	0	pyruvate kinase-like
jg7849	XP_022909068.1	100	0	uncharacterized protein LOC111420323
jg7850	XP_022905585.1	85.714	0	zinc finger and SCAN domain-containing protein 12-like
jg7851	XP_022905583.1	99.638	0	60 kDa SS-A/Ro ribonucleoprotein-like
jg7852	XP_022906368.1	75.248	8.32e-94	uncharacterized protein LOC111418141
jg7853	XP_022905556.1	100	0	moesin/ezrin/radixin homolog 1-like isoform X2
jg7853.t2	XP_022905555.1	100	0	moesin/ezrin/radixin homolog 1-like isoform X1
jg7854	XP_022905578.1	99.648	0	uncharacterized protein LOC111417507
jg7856	XP_022905566.1	100	0	pre-mRNA-processing factor 17
jg7857	XP_022905580.1	99.321	0	ribosome biogenesis protein NOP53
jg7858	XP_022905560.1	100	7.09e-167	transmembrane emp24 domain-containing protein 5-like
jg7859	XP_022905579.1	100	0	transmembrane protein 181
jg7860	XP_022905586.1	98.716	0	probable ATP-dependent RNA helicase YTHDC2
jg7861	XP_022905582.1	98.551	0	venom carboxylesterase-6-like, partial
jg7865	XP_022905558.1	99.259	0	protein neuralized isoform X1
jg7866	XP_022912244.1	99.359	4.52e-114	DNL-type zinc finger protein-like
jg7867	XP_022905567.1	99.793	0	docking protein 2-like
jg7868	XP_022912239.1	99.816	0	T-complex protein 1 subunit eta
jg7869	XP_022912243.1	98.993	0	lipase member H-A-like isoform X2
jg7870	XP_022910231.1	100	0	glutamate dehydrogenase, mitochondrial-like
jg7871	XP_022910930.1	99.607	0	GATA zinc finger domain-containing protein 14-like
jg7872	XP_022910708.1	96.815	7.44e-111	zinc finger BED domain-containing protein 1-like
jg7873	XP_022907030.1	99.87	0	cadherin-99C-like
jg7875	XP_022907672.1	46.535	5.54e-23	uncharacterized protein LOC111419136
jg7876	XP_022906023.1	100	0	aryl hydrocarbon receptor protein 1
jg7876.t2	XP_022906023.1	98.509	0	aryl hydrocarbon receptor protein 1
jg7878	XP_022904788.1	87.179	1.36e-145	uncharacterized protein LOC111416879
jg7879	XP_022906029.1	99.717	0	39S ribosomal protein L1, mitochondrial
jg788	XP_022906220.1	78.195	2.67e-74	uncharacterized protein LOC111418018
jg7880	XP_022906021.1	99.875	0	chondroitin sulfate synthase 1 isoform X1
jg7880.t2	XP_022906022.1	99.874	0	chondroitin sulfate synthase 1 isoform X2
jg7881	XP_022906024.1	99.189	0	phenylalanine--tRNA ligase alpha subunit
jg7882	XP_022908978.1	43.972	9.72e-30	LOW QUALITY PROTEIN: O-acetyl-ADP-ribose deacetylase 1-like, partial
jg7883	XP_022904877.1	96.528	3.81e-99	uncharacterized protein LOC111416980
jg7884	XP_022906025.1	95.172	0	GRAM domain-containing protein 1B-like
jg7885	XP_022906026.1	99.845	0	uncharacterized protein LOC111417866 isoform X1
jg7886	XP_022907616.1	52.195	1.16e-67	uncharacterized protein LOC111419094
jg7887	XP_022904018.1	99.807	0	organic cation transporter protein-like isoform X2
jg7888	XP_022905866.1	99.946	0	vacuolar protein sorting-associated protein 13A-like
jg7889	XP_022905864.1	98.469	0	neutral alpha-glucosidase C-like
jg7890	XP_022905867.1	99.74	0	potassium channel subfamily K member 1-like isoform X1
jg7891	XP_022912211.1	40	2.12e-22	mitochondrial import inner membrane translocase subunit tim16-A-like
jg7892	XP_022905868.1	100	9.64e-52	potassium channel subfamily K member 1-like isoform X2
jg7893	XP_022912334.1	100	0	uncharacterized protein LOC111423324
jg7894	XP_022905860.1	85.266	0	syntaxin-18
jg7895	XP_022905862.1	100	0	monocarboxylate transporter 10 isoform X2
jg7896	XP_022905859.1	100	0	probable phospholipid-transporting ATPase IM
jg7896.t2	XP_022905898.1	99.736	0	probable phospholipid-transporting ATPase IM isoform X1
jg7896.t3	XP_022905900.1	99.655	0	probable phospholipid-transporting ATPase IM isoform X2
jg7897	XP_022905897.1	98.99	0	poly(ADP-ribose) glycohydrolase-like
jg7898	XP_022909115.1	100	0	WD repeat and FYVE domain-containing protein 3
jg7898.t2	XP_022909115.1	99.959	0	WD repeat and FYVE domain-containing protein 3
jg7898.t3	XP_022909115.1	99.943	0	WD repeat and FYVE domain-containing protein 3
jg79	XP_022902778.1	100	0	coiled-coil domain-containing protein 51-like
jg790	XP_022910591.1	100	1.13e-43	uncharacterized protein LOC111421648, partial
jg7900	XP_022909113.1	100	1.26e-162	protein sarah
jg7901	XP_022909111.1	99.703	0	ras GTPase-activating protein-binding protein 1-like isoform X1
jg7902	XP_022911251.1	99.761	0	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial
jg7903	XP_022911264.1	98.689	0	uncharacterized protein LOC111422288
jg7903.t2	XP_022911264.1	98.617	0	uncharacterized protein LOC111422288
jg7905	XP_022905925.1	99.693	0	protein Daple-like
jg7906	XP_022905926.1	100	0	organic cation transporter protein-like
jg7907	XP_022902961.1	69.065	3.54e-103	uncharacterized protein LOC111415490
jg7909	XP_022907445.1	99.863	0	carboxypeptidase N subunit 2-like
jg7910	XP_022906729.1	99.881	0	exocyst complex component 1
jg7911	XP_022906730.1	98.927	0	uncharacterized protein LOC111418419
jg7913	XP_022906725.1	99.097	0	protein PFC0760c-like isoform X1
jg7914	XP_022906726.1	99.829	0	uncharacterized protein DDB_G0284459-like isoform X2
jg7915	XP_022905236.1	100	0	nucleoside diphosphate kinase homolog 5-like
jg7916	XP_022905235.1	100	1.27e-142	nucleoside diphosphate kinase B-like
jg7917	XP_022906824.1	99.065	9.75e-68	jerky protein homolog-like
jg7918	XP_022905234.1	99.538	0	SWI5-dependent HO expression protein 3-like isoform X2
jg7918.t2	XP_022905234.1	99.846	0	SWI5-dependent HO expression protein 3-like isoform X2
jg7919	XP_022908929.1	98.649	0	cathepsin L1-like
jg7920	XP_022908931.1	100	0	cathepsin L-like
jg7921	XP_022904681.1	100	0	uncharacterized protein LOC111416811 isoform X2
jg7921.t2	XP_022904682.1	100	0	uncharacterized protein LOC111416811 isoform X3
jg7922	XP_022904661.1	95.644	0	fatty-acid amide hydrolase 2-B-like
jg7923	XP_022904672.1	98.516	0	uncharacterized protein LOC111416801
jg7924	XP_022904672.1	40.755	1.69e-122	uncharacterized protein LOC111416801
jg7925	XP_022904671.1	99.262	0	uncharacterized protein LOC111416800
jg7926	XP_022904673.1	100	8.73e-141	mpv17-like protein
jg7927	XP_022904674.1	100	1.47e-105	keratin, type I cytoskeletal 10-like
jg7928	XP_022904683.1	99.868	0	polycystic kidney disease 2-like 2 protein
jg7929	XP_022904660.1	100	0	polycystin-2-like
jg7930	XP_022911515.1	100	0	polycystic kidney disease 2-like 1 protein, partial
jg7931	XP_022904669.1	100	0	polycystin-2-like isoform X2
jg7932	XP_022912215.1	100	0	polycystic kidney disease 2-like 1 protein
jg7933	XP_022904666.1	99.705	0	polycystin-2-like isoform X2
jg7934	XP_022912214.1	99.457	8.95e-120	cuticle protein LPCP-23-like
jg7935	XP_022904664.1	100	7.41e-152	acyl-CoA desaturase 2-like
jg7936	XP_022904662.1	100	0	cytochrome P450 6j1-like
jg7937	XP_022904686.1	100	1.13e-79	acyl-CoA desaturase-like
jg7938	XP_022904678.1	100	1.25e-132	proclotting enzyme-like
jg7939	XP_022904675.1	99.458	0	cationic trypsin-like
jg794	XP_022911342.1	87.013	1.86e-39	piggyBac transposable element-derived protein 4-like
jg7940	XP_022904687.1	100	0	transmembrane protease serine 11D-like
jg7941	XP_022913116.1	84.146	1.65e-41	KRAB-A domain-containing protein 2-like
jg7942	XP_022904679.1	100	0	soluble guanylate cyclase 89Db-like
jg7943	XP_022904676.1	100	8.45e-166	transmembrane protease serine 11A-like
jg7944	XP_022912153.1	98.982	0	acrosin-like isoform X2
jg7945	XP_022901415.1	99.444	0	transmembrane protease serine 9-like
jg7945.t2	XP_022901415.1	96.944	0	transmembrane protease serine 9-like
jg7946	XP_022901408.1	100	1.62e-139	phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta
jg7947	XP_022901409.1	99.346	0	uncharacterized G-patch domain protein DDB_G0278987-like
jg7948	XP_022901408.1	99.934	0	phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta
jg7949	XP_022911966.1	100	6.47e-174	uncharacterized protein LOC111422938
jg795	XP_022907686.1	78.667	2.59e-35	uncharacterized protein LOC111419147
jg7951	XP_022911965.1	98.842	0	cationic trypsin-3-like isoform X2
jg7951.t2	XP_022911964.1	99.01	0	chymotrypsin-1-like isoform X1
jg7952	XP_022911963.1	100	0	chymotrypsin-1-like
jg7953	XP_022911967.1	100	0	elongation of very long chain fatty acids protein 4-like
jg7954	XP_022909482.1	100	0	E3 ubiquitin-protein ligase listerin-like, partial
jg7955	XP_022909483.1	100	0	ELMO domain-containing protein 2
jg7956	XP_022909484.1	100	0	thioredoxin domain-containing protein
jg7957	XP_022910460.1	99.324	2.8e-107	acyl-coenzyme A thioesterase 13-like
jg7959	XP_022910461.1	99.619	0	synaptic vesicle glycoprotein 2B-like
jg7959.t2	XP_022910461.1	99.624	0	synaptic vesicle glycoprotein 2B-like
jg7959.t3	XP_022907995.1	98.81	0	uncharacterized protein LOC111419427, partial
jg7960	XP_022908711.1	94.194	3.49e-97	zinc finger MYM-type protein 1-like
jg7961	XP_022910459.1	100	1.01e-112	uncharacterized protein LOC111421521
jg7962	XP_022907999.1	99.499	0	chorion peroxidase
jg7963	XP_022907997.1	100	6.54e-119	uncharacterized protein LOC111419430 isoform X1
jg7965	XP_022901403.1	97.647	4.2e-180	uncharacterized protein LOC111414323
jg7966	XP_022909478.1	100	0	leucine carboxyl methyltransferase 1
jg7967	XP_022900195.1	100	2.45e-136	calexcitin-1
jg7968	XP_022900194.1	100	0	DNA ligase 1-like
jg7969	XP_022900214.1	99.897	0	neurogenic protein mastermind-like isoform X5
jg797	XP_022920940.1	41.781	2.94e-29	piggyBac transposable element-derived protein 4-like
jg7970	XP_022908606.1	41.667	1.35e-28	uncharacterized protein LOC111419952
jg7971	XP_022900199.1	100	0	tetraspanin-11
jg7972	XP_022900198.1	99.781	0	protein Peter pan
jg7973	XP_022900197.1	99.566	0	tRNA (guanine(10)-N2)-methyltransferase homolog
jg7974	XP_022900209.1	99.279	0	ankyrin-3-like
jg7975	XP_022899688.1	90.805	8.71e-54	uncharacterized protein LOC111413078
jg7976	XP_022900220.1	98.16	0	ankyrin-3-like
jg7977	XP_022900207.1	100	6.48e-166	longitudinals lacking protein-like
jg7977.t2	XP_022900207.1	96.602	0	longitudinals lacking protein-like
jg798	XP_022913397.1	96.296	2.56e-129	uncharacterized protein LOC111424185
jg798.t2	XP_022913397.1	96.296	4e-129	uncharacterized protein LOC111424185
jg7980	XP_022900215.1	98.901	0	RING finger protein 17
jg7981	XP_022900217.1	99.719	0	accessory gland protein Acp36DE
jg7982	XP_022900218.1	100	9.64e-146	uncharacterized protein LOC111413464
jg7983	XP_022911563.1	99.642	0	tudor domain-containing protein 6-like, partial
jg7984	XP_022900188.1	100	0	cyclic AMP-dependent transcription factor ATF-6 alpha isoform X3
jg7985	XP_022900192.1	99.237	0	CCR4-NOT transcription complex subunit 6-like isoform X2
jg7986	XP_022907521.1	96.739	1.05e-59	zinc finger BED domain-containing protein 1-like
jg7987	XP_022909068.1	100	0	uncharacterized protein LOC111420323
jg7990	XP_022900191.1	99.275	3.09e-92	CCR4-NOT transcription complex subunit 6-like isoform X1
jg7991	XP_022900190.1	100	0	ubiquitin-conjugating enzyme E2 Q1 isoform X2
jg7992	XP_022900196.1	99.707	0	geranylgeranyl transferase type-1 subunit beta
jg7994	XP_022900203.1	100	9.81e-180	protein obstructor-E isoform X3
jg7994.t2	XP_022900201.1	100	0	protein obstructor-E isoform X1
jg7997	XP_022900206.1	98.964	3.19e-143	lachesin-like
jg8	XP_022904006.1	98.491	0	uncharacterized protein LOC111416269
jg80	XP_022902715.1	99.647	0	apyrase
jg8000	XP_022909865.1	96.916	7.51e-161	uncharacterized protein LOC111420993
jg8002	XP_022903947.1	99.123	5.7e-82	zwei Ig domain protein zig-8-like
jg8008	XP_022903955.1	99.735	0	lachesin-like isoform X1
jg8008.t2	XP_022903956.1	99.734	0	lachesin-like isoform X2
jg8009	XP_022903942.1	99.071	0	uncharacterized protein LOC111416209
jg801	XP_022906803.1	99.371	3.25e-111	uncharacterized protein LOC111418492
jg8010	XP_022903949.1	97.337	0	putative carboxypeptidase suro-1
jg8011	XP_022914642.1	98.507	4.35e-30	uncharacterized protein LOC111425099
jg8014	XP_022914641.1	99.747	0	dual oxidase-like
jg8015	XP_022914637.1	100	0	major facilitator superfamily domain-containing protein 8
jg8016	XP_022914644.1	100	5.19e-106	odorant receptor 2a-like
jg8017	XP_022914640.1	100	0	myelin expression factor 2
jg8018	XP_022914638.1	100	0	protein fem-1 homolog CG6966 isoform X1
jg802	XP_022907838.1	50	2.06e-27	protein ALP1-like
jg802.t2	XP_022908171.1	50	5.12e-32	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like isoform X2
jg8021	XP_022914624.1	99.534	0	cilia- and flagella-associated protein 61-like
jg8022	XP_022914628.1	100	0	protein groucho-like isoform X3
jg8023	XP_022914623.1	98.672	0	unconventional myosin-IXa-like isoform X2
jg8023.t2	XP_022914622.1	98.672	0	unconventional myosin-IXa-like isoform X1
jg8026	XP_022918643.1	40.726	6.15e-124	adenosine deaminase 2-like
jg8027	XP_022902570.1	96.364	3.78e-71	platelet glycoprotein Ib alpha chain-like
jg8028	XP_022907706.1	95.556	4.31e-53	uncharacterized protein LOC111419170
jg8029	XP_022902561.1	95.652	3.48e-40	uncharacterized protein LOC111415230 isoform X1
jg8030	XP_022902568.1	99.784	0	anosmin-1
jg8031	XP_022902566.1	99.515	0	zinc finger protein 480-like
jg8032	XP_022902563.1	99.324	0	carbonic anhydrase-like
jg8033	XP_022913157.1	97.661	5.1e-124	uncharacterized protein LOC111424004
jg8034	XP_022901015.1	97.619	6.86e-57	uncharacterized protein LOC111414066
jg8035	XP_022912391.1	94.872	2.89e-79	uncharacterized protein LOC111423386, partial
jg8036	XP_022905205.1	100	1.61e-168	uncharacterized protein LOC111417220 isoform X1
jg8037	XP_022905208.1	98.8	9.9e-178	uncharacterized protein LOC111417221
jg8039	XP_022905204.1	99.39	1.85e-118	UDP-N-acetylglucosamine transferase subunit ALG13 homolog
jg8040	XP_022905203.1	99.574	2.48e-175	ribosomal RNA small subunit methyltransferase NEP1
jg8041	XP_022905202.1	100	3e-87	RNA-binding protein 1
jg8042	XP_022906883.1	100	4.85e-132	piggyBac transposable element-derived protein 3-like
jg8043	XP_022905209.1	98.077	4.26e-69	odorant receptor 2a-like
jg8044	XP_022913143.1	94.444	1.02e-126	piggyBac transposable element-derived protein 4-like
jg8045	XP_022909071.1	91.489	3.68e-51	uncharacterized protein LOC111420327
jg8047	XP_022910373.1	95.238	3.45e-103	histone-lysine N-methyltransferase SETMAR-like
jg8048	XP_022909535.1	35.833	7.93e-24	uncharacterized protein LOC111420727
jg805	XP_022906141.1	45.39	1.8e-38	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like
jg8051	XP_022904054.1	65.957	4.58e-27	uncharacterized protein LOC111416312
jg8053	XP_022909073.1	95	5.79e-63	uncharacterized protein LOC111420328
jg8054	XP_022913157.1	95.62	4.82e-87	uncharacterized protein LOC111424004
jg8055	XP_022908574.1	90.594	4.76e-132	fatty-acid amide hydrolase 2-B-like
jg8056	XP_022907046.1	96.429	6.19e-150	KRAB-A domain-containing protein 2-like
jg8057	XP_022904163.1	98.681	0	zinc finger BED domain-containing protein 4-like
jg8058	XP_022901971.1	45	3.09e-55	uncharacterized protein LOC111414763
jg8059	XP_022911162.1	39.701	8.16e-86	protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like
jg806	XP_022910114.1	87.97	1.64e-66	uncharacterized protein LOC111421201
jg8060	XP_022902519.1	100	1.69e-46	uncharacterized protein LOC111415196
jg8061	XP_022906222.1	100	2.82e-67	protein ALP1-like
jg8062	XP_022909021.1	35.484	3.27e-37	uncharacterized protein LOC111420287
jg8063	XP_022910248.1	79.279	2.72e-58	protein ALP1-like
jg8064	XP_022907400.1	99.7	0	protein G12-like
jg8065	XP_022921047.1	96.354	2.18e-134	general transcription factor II-I repeat domain-containing protein 2-like
jg8066	XP_022908324.1	97.5	1.59e-84	uncharacterized protein LOC111419698
jg8067	XP_022907392.1	100	0	mediator of RNA polymerase II transcription subunit 28
jg8068	XP_022907393.1	98.942	3.92e-135	phosphomevalonate kinase
jg8069	XP_022907397.1	99.824	0	helicase POLQ-like isoform X2
jg8069.t2	XP_022907399.1	99.823	0	helicase POLQ-like isoform X3
jg807	XP_022916195.1	90.179	3.84e-67	matrix metalloproteinase-18-like
jg8070	XP_022908574.1	34.511	3.26e-55	fatty-acid amide hydrolase 2-B-like
jg8071	XP_022907396.1	99.55	0	helicase POLQ-like isoform X1
jg8072	XP_022907395.1	100	4.54e-174	calcyclin-binding protein
jg8073	XP_022903497.1	100	3.83e-169	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha
jg8074	XP_022903496.1	99.307	0	E3 ubiquitin-protein ligase HERC2 isoform X2
jg8075	XP_022900566.1	27.136	3.12e-75	adhesion G-protein coupled receptor G2-like
jg8075.t2	XP_022900566.1	27.136	1.88e-77	adhesion G-protein coupled receptor G2-like
jg8075.t3	XP_022900566.1	30.502	2.24e-66	adhesion G-protein coupled receptor G2-like
jg8076	XP_022903496.1	99.849	0	E3 ubiquitin-protein ligase HERC2 isoform X2
jg8077	XP_022900626.1	100	1.35e-166	MOB kinase activator-like 1
jg8078	XP_022900636.1	100	1.88e-93	iron-sulfur cluster assembly 1 homolog, mitochondrial
jg8079	XP_022900630.1	99.812	0	uncharacterized protein LOC111413762
jg8080	XP_022900631.1	100	0	probable cysteine--tRNA ligase, mitochondrial
jg8081	XP_022900634.1	100	8.57e-88	uncharacterized protein LOC111413766
jg8082	XP_022900632.1	100	0	dnaJ homolog subfamily C member 25 homolog isoform X1
jg8083	XP_022900628.1	99.39	0	zinc finger CCCH-type with G patch domain-containing protein
